Date,Provider,Provider_Display,Tokens,Model_Count
2026-02-26,mancer,Mancer,0.055792,5
2026-02-26,minimax,MiniMax,258.903026,6
2026-02-26,mistral,Mistral,10.661297,10
2026-02-26,modelrun,ModelRun,0.079672,1
2026-02-26,moonshotai,Moonshot AI,44.372025,4
2026-02-26,morph,Morph,0.163026,2
2026-02-26,nebius,Nebius Token Factory,12.690119,10
2026-02-26,nextbit,NextBit,1.473816,10
2026-02-26,novita,NovitaAI,137.514087,10
2026-02-26,nvidia,NVIDIA,5.127615,4
2026-02-26,open-inference,OpenInference,1.334892,4
2026-02-26,openai,OpenAI,149.584268,10
2026-02-26,parasail,Parasail,12.923922,10
2026-02-26,perplexity,Perplexity,0.930767,5
2026-02-26,phala,Phala,1.280578,6
2026-02-26,relace,Relace,0.008009,2
2026-02-26,sambanova,SambaNova,2.57606,10
2026-02-26,seed,Seed,0.409482,4
2026-02-26,siliconflow,SiliconFlow,39.254388,10
2026-02-26,sourceful,Sourceful,0.027724,5
2026-02-26,stealth,Stealth,0.0,0
2026-02-26,stepfun,StepFun,65.528479,2
2026-02-26,streamlake,StreamLake,0.026206,1
2026-02-26,switchpoint,Switchpoint,0.004636,1
2026-02-26,together,Together,12.836054,10
2026-02-26,upstage,Upstage,0.947975,1
2026-02-26,venice,Venice,2.856674,10
2026-02-26,wandb,Weights & Biases,5.358634,8
2026-02-26,xai,xAI,143.422862,6
2026-02-26,xiaomi,Xiaomi,6.686187,1
2026-02-26,z-ai,Z.ai,34.839825,10
2026-02-27,ai21,AI21,0.030501,1
2026-02-27,aion-labs,AionLabs,0.226777,4
2026-02-27,alibaba,Alibaba Cloud Int.,26.903183,10
2026-02-27,amazon-bedrock,Amazon Bedrock,147.196197,10
2026-02-27,ambient,Ambient,0.07783,1
2026-02-27,anthropic,Anthropic,90.736801,9
2026-02-27,arcee-ai,Arcee AI,77.425765,2
2026-02-27,atlas-cloud,AtlasCloud,49.545915,10
2026-02-27,azure,Azure,18.566125,10
2026-02-27,baseten,Baseten,2.551741,5
2026-02-27,black-forest-labs,Black Forest Labs,0.0,0
2026-02-27,cerebras,Cerebras,4.390894,3
2026-02-27,chutes,Chutes,9.641664,10
2026-02-27,clarifai,Clarifai,1.350674,4
2026-02-27,cloudflare,Cloudflare,0.670671,10
2026-02-27,cohere,Cohere,0.01346,4
2026-02-27,deepinfra,DeepInfra,75.615378,10
2026-02-27,deepseek,DeepSeek,27.815336,1
2026-02-27,featherless,Featherless,0.000569,2
2026-02-27,fireworks,Fireworks,7.14189,8
2026-02-27,friendli,Friendli,4.941427,10
2026-02-27,gmicloud,GMICloud,0.987416,2
2026-02-27,google-ai-studio,Google AI Studio,179.760292,10
2026-02-27,google-vertex,Google Vertex,379.486874,10
2026-02-27,groq,Groq,23.781236,10
2026-02-27,inception,Inception,0.078771,2
2026-02-27,inceptron,Inceptron,15.279031,3
2026-02-27,infermatic,Infermatic,0.035466,3
2026-02-27,inflection,Inflection,0.000567,2
2026-02-27,io-net,io.net,1.858379,1
2026-02-27,ionstream,Ionstream,1.339608,3
2026-02-27,liquid,Liquid,0.651993,4
2026-02-27,mancer,Mancer,0.05213,5
2026-02-27,minimax,MiniMax,215.652905,6
2026-02-27,mistral,Mistral,8.798263,10
2026-02-27,modelrun,ModelRun,0.103741,1
2026-02-27,moonshotai,Moonshot AI,63.391287,4
2026-02-27,morph,Morph,0.123917,2
2026-02-27,nebius,Nebius Token Factory,11.939621,10
2026-02-27,nextbit,NextBit,1.839818,10
2026-02-27,novita,NovitaAI,128.319797,10
2026-02-27,nvidia,NVIDIA,5.154799,4
2026-02-27,open-inference,OpenInference,1.344191,4
2026-02-27,openai,OpenAI,140.944281,10
2026-02-27,parasail,Parasail,10.32654,10
2026-02-27,perplexity,Perplexity,1.26073,5
2026-02-27,phala,Phala,1.616639,7
2026-02-27,relace,Relace,0.008708,2
2026-02-27,sambanova,SambaNova,2.286217,10
2026-02-27,seed,Seed,0.483661,4
2026-02-27,siliconflow,SiliconFlow,38.420129,10
2026-02-27,sourceful,Sourceful,0.028077,5
2026-02-27,stealth,Stealth,0.0,0
2026-02-27,stepfun,StepFun,65.433033,2
2026-02-27,streamlake,StreamLake,0.226721,1
2026-02-27,switchpoint,Switchpoint,0.001866,1
2026-02-27,together,Together,9.490982,10
2026-02-27,upstage,Upstage,0.832344,1
2026-02-27,venice,Venice,2.798514,10
2026-02-27,wandb,Weights & Biases,7.579772,8
2026-02-27,xai,xAI,125.878565,6
2026-02-27,xiaomi,Xiaomi,8.804253,1
2026-02-27,z-ai,Z.ai,36.343626,10
2026-02-28,ai21,AI21,0.027888,1
2026-02-28,aion-labs,AionLabs,0.164258,4
2026-02-28,alibaba,Alibaba Cloud Int.,23.628704,10
2026-02-28,amazon-bedrock,Amazon Bedrock,113.877914,10
2026-02-28,ambient,Ambient,0.072568,1
2026-02-28,anthropic,Anthropic,67.698267,9
2026-02-28,arcee-ai,Arcee AI,77.230836,2
2026-02-28,atlas-cloud,AtlasCloud,49.673581,10
2026-02-28,azure,Azure,12.0403,10
2026-02-28,baseten,Baseten,1.902424,5
2026-02-28,black-forest-labs,Black Forest Labs,0.0,0
2026-02-28,cerebras,Cerebras,4.593066,3
2026-02-28,chutes,Chutes,8.6833,10
2026-02-28,clarifai,Clarifai,2.034923,4
2026-02-28,cloudflare,Cloudflare,0.540795,10
2026-02-28,cohere,Cohere,0.024005,4
2026-02-28,deepinfra,DeepInfra,73.69548,10
2026-02-28,deepseek,DeepSeek,21.791107,1
2026-02-28,featherless,Featherless,5.3e-05,2
2026-02-28,fireworks,Fireworks,11.481866,8
2026-02-28,friendli,Friendli,3.750387,10
2026-02-28,gmicloud,GMICloud,0.226912,2
2026-02-28,google-ai-studio,Google AI Studio,127.545256,10
2026-02-28,google-vertex,Google Vertex,350.122249,10
2026-02-28,groq,Groq,23.345577,10
2026-02-28,inception,Inception,0.082078,2
2026-02-28,inceptron,Inceptron,14.935974,3
2026-02-28,infermatic,Infermatic,0.031511,3
2026-02-28,inflection,Inflection,0.000742,2
2026-02-28,io-net,io.net,1.536973,1
2026-02-28,ionstream,Ionstream,1.017868,3
2026-02-28,liquid,Liquid,0.603193,4
2026-02-28,mancer,Mancer,0.056964,5
2026-02-28,minimax,MiniMax,208.748029,6
2026-02-28,mistral,Mistral,9.257695,10
2026-02-28,modelrun,ModelRun,0.086564,1
2026-02-28,moonshotai,Moonshot AI,65.063012,4
2026-02-28,morph,Morph,0.097546,2
2026-02-28,nebius,Nebius Token Factory,8.653008,10
2026-02-28,nextbit,NextBit,2.798273,10
2026-02-28,novita,NovitaAI,110.108489,10
2026-02-28,nvidia,NVIDIA,5.064239,4
2026-02-28,open-inference,OpenInference,1.195247,4
2026-02-28,openai,OpenAI,112.233548,10
2026-02-28,parasail,Parasail,9.279734,10
2026-02-28,perplexity,Perplexity,0.800242,5
2026-02-28,phala,Phala,2.341565,7
2026-02-28,relace,Relace,0.011142,2
2026-02-28,sambanova,SambaNova,1.717534,10
2026-02-28,seed,Seed,0.368319,4
2026-02-28,siliconflow,SiliconFlow,23.687299,10
2026-02-28,sourceful,Sourceful,0.017431,5
2026-02-28,stealth,Stealth,0.0,0
2026-02-28,stepfun,StepFun,65.493682,2
2026-02-28,streamlake,StreamLake,0.090238,1
2026-02-28,switchpoint,Switchpoint,0.000819,1
2026-02-28,together,Together,8.791364,10
2026-02-28,upstage,Upstage,0.937263,1
2026-02-28,venice,Venice,2.935216,10
2026-02-28,wandb,Weights & Biases,8.109335,8
2026-02-28,xai,xAI,75.316043,6
2026-02-28,xiaomi,Xiaomi,4.67475,1
2026-02-28,z-ai,Z.ai,30.686878,10
2026-03-01,ai21,AI21,0.009435,1
2026-03-01,aion-labs,AionLabs,0.196541,4
2026-03-01,alibaba,Alibaba Cloud Int.,22.373635,10
2026-03-01,amazon-bedrock,Amazon Bedrock,99.606172,10
2026-03-01,ambient,Ambient,0.093456,1
2026-03-01,anthropic,Anthropic,65.070881,9
2026-03-01,arcee-ai,Arcee AI,81.516579,2
2026-03-01,atlas-cloud,AtlasCloud,63.076515,10
2026-03-01,azure,Azure,11.586064,10
2026-03-01,baseten,Baseten,1.97191,5
2026-03-01,black-forest-labs,Black Forest Labs,0.0,0
2026-03-01,cerebras,Cerebras,4.054446,3
2026-03-01,chutes,Chutes,8.288807,10
2026-03-01,clarifai,Clarifai,1.964089,4
2026-03-01,cloudflare,Cloudflare,0.707966,10
2026-03-01,cohere,Cohere,0.027949,4
2026-03-01,deepinfra,DeepInfra,63.27467,10
2026-03-01,deepseek,DeepSeek,17.034642,1
2026-03-01,featherless,Featherless,0.000407,2
2026-03-01,fireworks,Fireworks,8.41724,8
2026-03-01,friendli,Friendli,3.256109,10
2026-03-01,gmicloud,GMICloud,0.168681,2
2026-03-01,google-ai-studio,Google AI Studio,109.552997,10
2026-03-01,google-vertex,Google Vertex,333.047972,10
2026-03-01,groq,Groq,27.435329,10
2026-03-01,inception,Inception,0.055383,2
2026-03-01,inceptron,Inceptron,15.070643,3
2026-03-01,infermatic,Infermatic,0.048614,3
2026-03-01,inflection,Inflection,0.000576,2
2026-03-01,io-net,io.net,1.199143,1
2026-03-01,ionstream,Ionstream,1.058147,3
2026-03-01,liquid,Liquid,0.852746,4
2026-03-01,mancer,Mancer,0.074546,5
2026-03-01,minimax,MiniMax,207.413119,6
2026-03-01,mistral,Mistral,8.604872,10
2026-03-01,modelrun,ModelRun,0.251532,1
2026-03-01,moonshotai,Moonshot AI,65.061448,4
2026-03-01,morph,Morph,0.112934,2
2026-03-01,nebius,Nebius Token Factory,8.799983,10
2026-03-01,nextbit,NextBit,1.976079,10
2026-03-01,novita,NovitaAI,134.340445,10
2026-03-01,nvidia,NVIDIA,5.284987,4
2026-03-01,open-inference,OpenInference,1.071734,4
2026-03-01,openai,OpenAI,105.102382,10
2026-03-01,parasail,Parasail,8.939164,10
2026-03-01,perplexity,Perplexity,0.882994,5
2026-03-01,phala,Phala,1.569845,7
2026-03-01,relace,Relace,0.012194,2
2026-03-01,sambanova,SambaNova,1.772738,10
2026-03-01,seed,Seed,0.55549,4
2026-03-01,siliconflow,SiliconFlow,32.664009,10
2026-03-01,sourceful,Sourceful,0.024578,5
2026-03-01,stealth,Stealth,0.0,0
2026-03-01,stepfun,StepFun,65.833625,2
2026-03-01,streamlake,StreamLake,0.034197,1
2026-03-01,switchpoint,Switchpoint,0.000545,1
2026-03-01,together,Together,8.952213,10
2026-03-01,upstage,Upstage,0.427215,1
2026-03-01,venice,Venice,2.539944,10
2026-03-01,wandb,Weights & Biases,6.181695,8
2026-03-01,xai,xAI,74.158889,6
2026-03-01,xiaomi,Xiaomi,5.828662,1
2026-03-01,z-ai,Z.ai,32.383644,10
2026-03-02,ai21,AI21,0.020267,1
2026-03-02,aion-labs,AionLabs,0.232237,4
2026-03-02,alibaba,Alibaba Cloud Int.,30.130965,10
2026-03-02,amazon-bedrock,Amazon Bedrock,130.073355,10
2026-03-02,ambient,Ambient,0.08258,1
2026-03-02,anthropic,Anthropic,90.58934,9
2026-03-02,arcee-ai,Arcee AI,85.501939,2
2026-03-02,atlas-cloud,AtlasCloud,65.428077,10
2026-03-02,azure,Azure,32.840551,10
2026-03-02,baseten,Baseten,2.247829,5
2026-03-02,black-forest-labs,Black Forest Labs,0.0,0
2026-03-02,cerebras,Cerebras,4.771088,3
2026-03-02,chutes,Chutes,9.998418,10
2026-03-02,clarifai,Clarifai,2.247506,4
2026-03-02,cloudflare,Cloudflare,0.678374,10
2026-03-02,cohere,Cohere,0.018098,4
2026-03-02,deepinfra,DeepInfra,73.29721,10
2026-03-02,deepseek,DeepSeek,10.910453,1
2026-03-02,featherless,Featherless,0.000338,2
2026-03-02,fireworks,Fireworks,8.025486,8
2026-03-02,friendli,Friendli,8.761866,10
2026-03-02,gmicloud,GMICloud,1.003549,2
2026-03-02,google-ai-studio,Google AI Studio,145.710706,10
2026-03-02,google-vertex,Google Vertex,430.5793,10
2026-03-02,groq,Groq,23.809215,10
2026-03-02,inception,Inception,0.028427,2
2026-03-02,inceptron,Inceptron,17.318046,3
2026-03-02,infermatic,Infermatic,0.036832,3
2026-03-02,inflection,Inflection,0.000372,2
2026-03-02,io-net,io.net,1.43416,1
2026-03-02,ionstream,Ionstream,1.08233,3
2026-03-02,liquid,Liquid,0.639688,4
2026-03-02,mancer,Mancer,0.050706,5
2026-03-02,minimax,MiniMax,223.661246,6
2026-03-02,mistral,Mistral,9.430646,10
2026-03-02,modelrun,ModelRun,0.282388,1
2026-03-02,moonshotai,Moonshot AI,71.472543,4
2026-03-02,morph,Morph,0.14777,2
2026-03-02,nebius,Nebius Token Factory,10.955058,10
2026-03-02,nextbit,NextBit,2.358666,10
2026-03-02,novita,NovitaAI,153.670852,10
2026-03-02,nvidia,NVIDIA,6.429169,4
2026-03-02,open-inference,OpenInference,0.902567,4
2026-03-02,openai,OpenAI,146.310719,10
2026-03-02,parasail,Parasail,11.147035,10
2026-03-02,perplexity,Perplexity,1.17836,5
2026-03-02,phala,Phala,2.31092,7
2026-03-02,relace,Relace,0.008647,2
2026-03-02,sambanova,SambaNova,2.570783,10
2026-03-02,seed,Seed,0.760574,4
2026-03-02,siliconflow,SiliconFlow,39.799713,10
2026-03-02,sourceful,Sourceful,0.031673,5
2026-03-02,stealth,Stealth,0.0,0
2026-03-02,stepfun,StepFun,70.351669,2
2026-03-02,streamlake,StreamLake,0.040383,1
2026-03-02,switchpoint,Switchpoint,0.000955,1
2026-03-02,together,Together,11.195463,10
2026-03-02,upstage,Upstage,0.977271,1
2026-03-02,venice,Venice,4.227603,10
2026-03-02,wandb,Weights & Biases,6.559215,8
2026-03-02,xai,xAI,112.775112,6
2026-03-02,xiaomi,Xiaomi,7.036675,1
2026-03-02,z-ai,Z.ai,33.627276,10
2026-03-03,ai21,AI21,0.011138,1
2026-03-03,aion-labs,AionLabs,0.138504,4
2026-03-03,alibaba,Alibaba Cloud Int.,31.297642,10
2026-03-03,amazon-bedrock,Amazon Bedrock,137.413258,10
2026-03-03,ambient,Ambient,0.101552,1
2026-03-03,anthropic,Anthropic,102.573926,9
2026-03-03,arcee-ai,Arcee AI,83.902665,2
2026-03-03,atlas-cloud,AtlasCloud,63.25925,10
2026-03-03,azure,Azure,49.584474,10
2026-03-03,baseten,Baseten,2.609796,5
2026-03-03,black-forest-labs,Black Forest Labs,0.0,0
2026-03-03,cerebras,Cerebras,5.759981,3
2026-03-03,chutes,Chutes,9.255267,10
2026-03-03,clarifai,Clarifai,2.69191,4
2026-03-03,cloudflare,Cloudflare,0.884315,10
2026-03-03,cohere,Cohere,0.019504,4
2026-03-03,deepinfra,DeepInfra,85.552975,10
2026-03-03,deepseek,DeepSeek,13.843094,1
2026-03-03,featherless,Featherless,0.000482,2
2026-03-03,fireworks,Fireworks,9.483145,8
2026-03-03,friendli,Friendli,25.046236,10
2026-03-03,gmicloud,GMICloud,0.222502,2
2026-03-03,google-ai-studio,Google AI Studio,182.234478,10
2026-03-03,google-vertex,Google Vertex,417.91519,10
2026-03-03,groq,Groq,27.086964,10
2026-03-03,inception,Inception,0.047934,2
2026-03-03,inceptron,Inceptron,19.125336,3
2026-03-03,infermatic,Infermatic,0.032963,3
2026-03-03,inflection,Inflection,0.000638,2
2026-03-03,io-net,io.net,1.418608,1
2026-03-03,ionstream,Ionstream,1.099048,3
2026-03-03,liquid,Liquid,0.834241,4
2026-03-03,mancer,Mancer,0.048376,5
2026-03-03,minimax,MiniMax,234.361522,6
2026-03-03,mistral,Mistral,9.588385,10
2026-03-03,modelrun,ModelRun,0.091417,1
2026-03-03,moonshotai,Moonshot AI,69.384214,4
2026-03-03,morph,Morph,0.144734,2
2026-03-03,nebius,Nebius Token Factory,10.895039,10
2026-03-03,nextbit,NextBit,2.577758,10
2026-03-03,novita,NovitaAI,157.082456,10
2026-03-03,nvidia,NVIDIA,6.626239,4
2026-03-03,open-inference,OpenInference,1.111706,4
2026-03-03,openai,OpenAI,150.815554,10
2026-03-03,parasail,Parasail,13.909677,10
2026-03-03,perplexity,Perplexity,1.0104,5
2026-03-03,phala,Phala,2.463024,7
2026-03-03,relace,Relace,0.007196,2
2026-03-03,sambanova,SambaNova,5.306929,10
2026-03-03,seed,Seed,1.147949,4
2026-03-03,siliconflow,SiliconFlow,37.994709,10
2026-03-03,sourceful,Sourceful,0.055137,5
2026-03-03,stealth,Stealth,0.0,0
2026-03-03,stepfun,StepFun,85.376005,2
2026-03-03,streamlake,StreamLake,0.052159,1
2026-03-03,switchpoint,Switchpoint,0.001224,1
2026-03-03,together,Together,12.112702,10
2026-03-03,upstage,Upstage,0.023651,2
2026-03-03,venice,Venice,6.884563,10
2026-03-03,wandb,Weights & Biases,7.443852,9
2026-03-03,xai,xAI,143.612134,6
2026-03-03,xiaomi,Xiaomi,6.324622,1
2026-03-03,z-ai,Z.ai,32.507387,10
2026-03-04,ai21,AI21,0.021144,1
2026-03-04,aion-labs,AionLabs,0.19017,4
2026-03-04,alibaba,Alibaba Cloud Int.,39.126421,10
2026-03-04,amazon-bedrock,Amazon Bedrock,135.216695,10
2026-03-04,ambient,Ambient,0.077754,1
2026-03-04,anthropic,Anthropic,96.749318,9
2026-03-04,arcee-ai,Arcee AI,80.267045,2
2026-03-04,atlas-cloud,AtlasCloud,63.824491,10
2026-03-04,azure,Azure,39.706424,10
2026-03-04,baseten,Baseten,2.575791,5
2026-03-04,black-forest-labs,Black Forest Labs,0.0,0
2026-03-04,cerebras,Cerebras,6.210451,3
2026-03-04,chutes,Chutes,11.085654,10
2026-03-04,clarifai,Clarifai,2.457705,4
2026-03-04,cloudflare,Cloudflare,0.872867,10
2026-03-04,cohere,Cohere,0.016777,4
2026-03-04,deepinfra,DeepInfra,84.93599,10
2026-03-04,deepseek,DeepSeek,14.891761,1
2026-03-04,featherless,Featherless,0.000375,2
2026-03-04,fireworks,Fireworks,8.897561,8
2026-03-04,friendli,Friendli,26.712416,10
2026-03-04,gmicloud,GMICloud,0.097438,2
2026-03-04,google-ai-studio,Google AI Studio,151.481751,10
2026-03-04,google-vertex,Google Vertex,439.65789,10
2026-03-04,groq,Groq,21.948018,10
2026-03-04,inception,Inception,0.031756,2
2026-03-04,inceptron,Inceptron,17.690446,3
2026-03-04,infermatic,Infermatic,0.028003,3
2026-03-04,inflection,Inflection,0.0007,2
2026-03-04,io-net,io.net,1.475706,2
2026-03-04,ionstream,Ionstream,1.374686,4
2026-03-04,liquid,Liquid,0.915432,4
2026-03-04,mancer,Mancer,0.050406,5
2026-03-04,minimax,MiniMax,218.377201,6
2026-03-04,mistral,Mistral,10.014193,10
2026-03-04,modelrun,ModelRun,0.742885,1
2026-03-04,moonshotai,Moonshot AI,72.485392,4
2026-03-04,morph,Morph,0.152209,2
2026-03-04,nebius,Nebius Token Factory,12.43355,10
2026-03-04,nextbit,NextBit,2.510389,10
2026-03-04,novita,NovitaAI,153.677935,10
2026-03-04,nvidia,NVIDIA,5.88378,4
2026-03-04,open-inference,OpenInference,1.034669,4
2026-03-04,openai,OpenAI,178.309522,10
2026-03-04,parasail,Parasail,15.089845,10
2026-03-04,perplexity,Perplexity,1.076787,5
2026-03-04,phala,Phala,2.629795,7
2026-03-04,relace,Relace,0.009945,2
2026-03-04,sambanova,SambaNova,3.55674,10
2026-03-04,seed,Seed,1.687117,4
2026-03-04,siliconflow,SiliconFlow,35.749846,10
2026-03-04,sourceful,Sourceful,0.023401,5
2026-03-04,stealth,Stealth,0.0,0
2026-03-04,stepfun,StepFun,99.830685,2
2026-03-04,streamlake,StreamLake,0.045079,1
2026-03-04,switchpoint,Switchpoint,0.001133,1
2026-03-04,together,Together,12.128611,10
2026-03-04,upstage,Upstage,0.008727,1
2026-03-04,venice,Venice,6.776946,10
2026-03-04,wandb,Weights & Biases,7.005394,9
2026-03-04,xai,xAI,136.045877,6
2026-03-04,xiaomi,Xiaomi,7.713431,1
2026-03-04,z-ai,Z.ai,31.098214,10
2026-03-05,ai21,AI21,0.016194,1
2026-03-05,aion-labs,AionLabs,0.214462,4
2026-03-05,alibaba,Alibaba Cloud Int.,43.756949,10
2026-03-05,amazon-bedrock,Amazon Bedrock,144.573065,10
2026-03-05,ambient,Ambient,0.0,0
2026-03-05,anthropic,Anthropic,104.405243,9
2026-03-05,arcee-ai,Arcee AI,80.393701,2
2026-03-05,atlas-cloud,AtlasCloud,57.609596,10
2026-03-05,azure,Azure,41.863723,10
2026-03-05,baseten,Baseten,2.67528,5
2026-03-05,black-forest-labs,Black Forest Labs,0.0,0
2026-03-05,cerebras,Cerebras,5.132521,3
2026-03-05,chutes,Chutes,13.183488,10
2026-03-05,clarifai,Clarifai,2.112071,4
2026-03-05,cloudflare,Cloudflare,1.241494,10
2026-03-05,cohere,Cohere,0.015003,4
2026-03-05,deepinfra,DeepInfra,78.230299,10
2026-03-05,deepseek,DeepSeek,13.175828,1
2026-03-05,featherless,Featherless,0.00024,2
2026-03-05,fireworks,Fireworks,7.424228,8
2026-03-05,friendli,Friendli,25.222654,10
2026-03-05,gmicloud,GMICloud,0.319929,2
2026-03-05,google-ai-studio,Google AI Studio,191.259657,10
2026-03-05,google-vertex,Google Vertex,455.326639,10
2026-03-05,groq,Groq,23.594363,10
2026-03-05,inception,Inception,0.353006,3
2026-03-05,inceptron,Inceptron,15.297797,3
2026-03-05,infermatic,Infermatic,0.031759,3
2026-03-05,inflection,Inflection,0.000617,2
2026-03-05,io-net,io.net,1.301333,1
2026-03-05,ionstream,Ionstream,1.846661,4
2026-03-05,liquid,Liquid,0.836505,4
2026-03-05,mancer,Mancer,0.05228,5
2026-03-05,minimax,MiniMax,241.462475,6
2026-03-05,mistral,Mistral,8.720713,10
2026-03-05,modelrun,ModelRun,0.617569,2
2026-03-05,moonshotai,Moonshot AI,48.014639,4
2026-03-05,morph,Morph,0.145266,2
2026-03-05,nebius,Nebius Token Factory,12.574076,10
2026-03-05,nextbit,NextBit,2.358482,10
2026-03-05,novita,NovitaAI,136.794164,10
2026-03-05,nvidia,NVIDIA,6.03666,4
2026-03-05,open-inference,OpenInference,1.073502,4
2026-03-05,openai,OpenAI,163.769307,10
2026-03-05,parasail,Parasail,14.375931,10
2026-03-05,perplexity,Perplexity,0.855209,5
2026-03-05,phala,Phala,2.140604,7
2026-03-05,relace,Relace,0.010789,2
2026-03-05,sambanova,SambaNova,2.256872,10
2026-03-05,seed,Seed,1.473619,4
2026-03-05,siliconflow,SiliconFlow,38.976011,10
2026-03-05,sourceful,Sourceful,0.016385,5
2026-03-05,stealth,Stealth,0.0,0
2026-03-05,stepfun,StepFun,115.61015,2
2026-03-05,streamlake,StreamLake,0.019174,1
2026-03-05,switchpoint,Switchpoint,0.000615,1
2026-03-05,together,Together,10.520989,10
2026-03-05,upstage,Upstage,0.010156,1
2026-03-05,venice,Venice,5.890442,10
2026-03-05,wandb,Weights & Biases,6.561606,9
2026-03-05,xai,xAI,102.794065,6
2026-03-05,xiaomi,Xiaomi,5.098381,1
2026-03-05,z-ai,Z.ai,27.296363,10
2026-03-06,ai21,AI21,0.012804,1
2026-03-06,aion-labs,AionLabs,0.184341,4
2026-03-06,alibaba,Alibaba Cloud Int.,35.718769,10
2026-03-06,amazon-bedrock,Amazon Bedrock,175.81722,10
2026-03-06,ambient,Ambient,0.0,0
2026-03-06,anthropic,Anthropic,83.695162,9
2026-03-06,arcee-ai,Arcee AI,69.593302,2
2026-03-06,atlas-cloud,AtlasCloud,53.153319,10
2026-03-06,azure,Azure,61.732677,10
2026-03-06,baseten,Baseten,2.933751,5
2026-03-06,black-forest-labs,Black Forest Labs,0.0,0
2026-03-06,cerebras,Cerebras,4.791303,2
2026-03-06,chutes,Chutes,11.806963,10
2026-03-06,clarifai,Clarifai,2.303135,4
2026-03-06,cloudflare,Cloudflare,1.15683,10
2026-03-06,cohere,Cohere,0.035571,4
2026-03-06,deepinfra,DeepInfra,85.430041,10
2026-03-06,deepseek,DeepSeek,23.663575,1
2026-03-06,featherless,Featherless,5.6e-05,2
2026-03-06,fireworks,Fireworks,6.89817,8
2026-03-06,friendli,Friendli,13.151531,10
2026-03-06,gmicloud,GMICloud,0.263136,2
2026-03-06,google-ai-studio,Google AI Studio,150.670594,10
2026-03-06,google-vertex,Google Vertex,421.685856,10
2026-03-06,groq,Groq,26.26522,9
2026-03-06,inception,Inception,0.791423,3
2026-03-06,inceptron,Inceptron,13.047715,3
2026-03-06,infermatic,Infermatic,0.031512,3
2026-03-06,inflection,Inflection,0.000706,2
2026-03-06,io-net,io.net,1.476156,2
2026-03-06,ionstream,Ionstream,1.514206,4
2026-03-06,liquid,Liquid,0.676534,4
2026-03-06,mancer,Mancer,0.045883,5
2026-03-06,minimax,MiniMax,231.297546,6
2026-03-06,mistral,Mistral,8.672141,10
2026-03-06,modelrun,ModelRun,1.358647,1
2026-03-06,moonshotai,Moonshot AI,30.526849,4
2026-03-06,morph,Morph,0.15309,2
2026-03-06,nebius,Nebius Token Factory,10.532208,10
2026-03-06,nextbit,NextBit,2.345733,10
2026-03-06,novita,NovitaAI,132.711057,10
2026-03-06,nvidia,NVIDIA,5.685477,4
2026-03-06,open-inference,OpenInference,0.353293,4
2026-03-06,openai,OpenAI,164.593459,10
2026-03-06,parasail,Parasail,13.752771,10
2026-03-06,perplexity,Perplexity,0.789749,5
2026-03-06,phala,Phala,2.545578,7
2026-03-06,relace,Relace,0.009114,2
2026-03-06,sambanova,SambaNova,2.193733,10
2026-03-06,seed,Seed,1.567137,4
2026-03-06,siliconflow,SiliconFlow,40.865025,10
2026-03-06,sourceful,Sourceful,0.022868,5
2026-03-06,stealth,Stealth,0.0,0
